,Group1,res,method,operation,output,label,pattern,Group2,Group3,analysis,name,dec,rnd,disp
928,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),EYE DISORDERS,CONJUNCTIVAL HAEMORRHAGE,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
929,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),EYE DISORDERS,VISION BLURRED,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
930,Xanomeline Low Dose,3.571428571,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GASTROINTESTINAL DISORDERS,ABDOMINAL PAIN,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,3.6,-3.6
931,Xanomeline Low Dose,4.761904762,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GASTROINTESTINAL DISORDERS,DIARRHOEA,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,4.8,-4.8
932,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GASTROINTESTINAL DISORDERS,DYSPEPSIA,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
933,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GASTROINTESTINAL DISORDERS,DYSPHAGIA,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
934,Xanomeline Low Dose,3.571428571,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GASTROINTESTINAL DISORDERS,NAUSEA,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,3.6,-3.6
935,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GASTROINTESTINAL DISORDERS,RECTAL HAEMORRHAGE,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
936,Xanomeline Low Dose,3.571428571,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GASTROINTESTINAL DISORDERS,VOMITING,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,3.6,-3.6
937,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,APPLICATION SITE BLEEDING,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
938,Xanomeline Low Dose,10.71428571,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,APPLICATION SITE DERMATITIS,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,10.7,-10.7
939,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,APPLICATION SITE DESQUAMATION,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
940,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,APPLICATION SITE DISCOLOURATION,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
941,Xanomeline Low Dose,14.28571429,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,APPLICATION SITE ERYTHEMA,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,14.3,-14.3
942,Xanomeline Low Dose,10.71428571,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,APPLICATION SITE IRRITATION,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,10.7,-10.7
943,Xanomeline Low Dose,26.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,APPLICATION SITE PRURITUS,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,26.2,-26.2
944,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,APPLICATION SITE SWELLING,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
945,Xanomeline Low Dose,2.380952381,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,APPLICATION SITE URTICARIA,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,2.4,-2.4
946,Xanomeline Low Dose,4.761904762,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,APPLICATION SITE VESICLES,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,4.8,-4.8
947,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,APPLICATION SITE WARMTH,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
948,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,CHILLS,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
949,Xanomeline Low Dose,5.952380952,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,FATIGUE,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,6,-6
950,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,INFLAMMATION,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
951,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,MALAISE,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
952,Xanomeline Low Dose,2.380952381,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,OEDEMA,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,2.4,-2.4
953,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,OEDEMA PERIPHERAL,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
954,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,PAIN,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
955,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,SECRETION DISCHARGE,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
956,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,SUDDEN DEATH,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
957,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,SWELLING,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
958,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,ULCER,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
959,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),IMMUNE SYSTEM DISORDERS,HYPERSENSITIVITY,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
960,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),INFECTIONS AND INFESTATIONS,CELLULITIS,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
961,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),INFECTIONS AND INFESTATIONS,INFLUENZA,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
962,Xanomeline Low Dose,4.761904762,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),INFECTIONS AND INFESTATIONS,NASOPHARYNGITIS,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,4.8,-4.8
963,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),INFECTIONS AND INFESTATIONS,PNEUMONIA,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
964,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),INFECTIONS AND INFESTATIONS,UPPER RESPIRATORY TRACT INFECTION,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
965,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),INFECTIONS AND INFESTATIONS,VIRAL INFECTION,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
966,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",CONTUSION,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
967,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",EXCORIATION,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
968,Xanomeline Low Dose,2.380952381,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",FALL,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,2.4,-2.4
969,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",JOINT DISLOCATION,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
970,Xanomeline Low Dose,2.380952381,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",SKIN LACERATION,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,2.4,-2.4
971,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",WOUND,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
972,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),INVESTIGATIONS,BLOOD GLUCOSE INCREASED,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
973,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),INVESTIGATIONS,BODY TEMPERATURE INCREASED,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
974,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),INVESTIGATIONS,ELECTROCARDIOGRAM ST SEGMENT DEPRESSION,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
975,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),INVESTIGATIONS,ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
976,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),INVESTIGATIONS,ELECTROCARDIOGRAM T WAVE INVERSION,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
977,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),INVESTIGATIONS,NASAL MUCOSA BIOPSY,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
978,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),METABOLISM AND NUTRITION DISORDERS,FOOD CRAVING,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
979,Xanomeline Low Dose,2.380952381,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,ARTHRALGIA,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,2.4,-2.4
980,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,BACK PAIN,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
981,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,MUSCLE SPASMS,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
982,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,MUSCULAR WEAKNESS,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
983,Xanomeline Low Dose,2.380952381,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,SHOULDER PAIN,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,2.4,-2.4
984,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),"NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)",COLON CANCER,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
985,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),"NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)",MALIGNANT FIBROUS HISTIOCYTOMA,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
986,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),NERVOUS SYSTEM DISORDERS,BALANCE DISORDER,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
987,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),NERVOUS SYSTEM DISORDERS,COMPLEX PARTIAL SEIZURES,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
988,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),NERVOUS SYSTEM DISORDERS,COORDINATION ABNORMAL,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
989,Xanomeline Low Dose,9.523809524,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),NERVOUS SYSTEM DISORDERS,DIZZINESS,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,9.5,-9.5
990,Xanomeline Low Dose,3.571428571,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),NERVOUS SYSTEM DISORDERS,HEADACHE,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,3.6,-3.6
991,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),NERVOUS SYSTEM DISORDERS,HEMIANOPIA HOMONYMOUS,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
992,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),NERVOUS SYSTEM DISORDERS,LETHARGY,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
993,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),NERVOUS SYSTEM DISORDERS,PARAESTHESIA ORAL,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
994,Xanomeline Low Dose,3.571428571,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),NERVOUS SYSTEM DISORDERS,SOMNOLENCE,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,3.6,-3.6
995,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),NERVOUS SYSTEM DISORDERS,STUPOR,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
996,Xanomeline Low Dose,4.761904762,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),NERVOUS SYSTEM DISORDERS,SYNCOPE,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,4.8,-4.8
997,Xanomeline Low Dose,2.380952381,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),NERVOUS SYSTEM DISORDERS,TRANSIENT ISCHAEMIC ATTACK,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,2.4,-2.4
998,Xanomeline Low Dose,2.380952381,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),PSYCHIATRIC DISORDERS,AGITATION,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,2.4,-2.4
999,Xanomeline Low Dose,3.571428571,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),PSYCHIATRIC DISORDERS,ANXIETY,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,3.6,-3.6
1000,Xanomeline Low Dose,3.571428571,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),PSYCHIATRIC DISORDERS,CONFUSIONAL STATE,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,3.6,-3.6
1001,Xanomeline Low Dose,1.19047619,Mth01_CatVar_Summ_ByGrp,Mth01_CatVar_Summ_ByGrp_2_pct,Out14-3-2-1,%,( XX.X),PSYCHIATRIC DISORDERS,DEPRESSED MOOD,An07_10_SocPt_Summ_ByTrt,"Summary of Subjects with TEAEs by Treatment, System Organ Class and Preferred Term",1,1.2,-1.2
